,Entity,Label,Abstracts,ClCy-Trips-Raw,ClCy
162,http://yago-knowledge.org/resource/Snow_Falling_on_Cedars_(film),Snow Falling on Cedars (film),"Snow Falling on Cedars is a 1999 American legal drama film directed by Scott Hicks, and starring Ethan Hawke, James Cromwell, Max von Sydow, Youki Kudoh, Rick Yune, Richard Jenkins, James Rebhorn, and Sam Shepard. It is based on David Guterson's PEN/Faulkner Award-winning novel of the same name, with a screenplay by Hicks and Ron Bass. The film received mixed reviews. It was nominated for an Academy Award for Best Cinematography, and five Satellite Awards including Best Motion Picture Drama.","[[is, a 1999 American legal drama film], [is based, on David Guterson's PEN/Faulkner Award-winning novel of the same name], [is based, with a screenplay by Hicks and Ron Bass], [received, mixed reviews], [was nominated, for an Academy Award for Best Cinematography]]","[['type', '1999_American_legal_drama_film'], ['adaptationOf', ""David_Guterson's_PEN/Faulkner_Award-winning_novel""], ['novelOf', 'same_name'], ['Hicks', 'screenplay'], ['byHicks', 'Hicks'], ['johnHicks', 'Ron_Bass'], ['received', 'mixed_reviews'], ['nominatedFor', 'Academy_Award'], ['wonFor', 'Best_Cinematography']]"
163,http://yago-knowledge.org/resource/South_Korea_national_under-23_football_team,South Korea national under-23 football team,"The South Korea national under-23 football team (Korean: 대한민국 23세 이하 축구 국가대표팀; recognized as Korea Republic by FIFA, and Republic of Korea by IOC) represents South Korea at football in the Olympic Games and Asian Games. It was founded when the Olympic football was changed to an under-23 competition. It also can be managed as under-21 or under-22 team if necessary.","[['is', 대한민국 23세], ['is', 대한민국 23세], [be managed, also], [be managed, as under-21 or under-22 team]]","[['type', '대한민국'], ['managedAs', 'under-21_or_under-22_team']]"
164,"http://yago-knowledge.org/resource/Springfield,_Massachusetts","Springfield, Massachusetts","Springfield is a city in the Commonwealth of Massachusetts, United States, and the seat of Hampden County. Springfield sits on the eastern bank of the Connecticut River near its confluence with three rivers: the western Westfield River, the eastern Chicopee River, and the eastern Mill River. As of the 2020 Census, the city's population was 155,929, making it the third-largest city in Massachusetts, the fourth-most populous city in New England after Boston, Worcester, and Providence, and the 12th-most populous in the Northeastern United States. Metropolitan Springfield, as one of two metropolitan areas in Massachusetts (the other being Greater Boston), had a population of 699,162 as of 2020. Springfield was founded in 1636, the first Springfield in the New World. In the late 1700s, during the American Revolution, Springfield was designated by George Washington as the site of the Springfield Armory because of its central location. Subsequently it was the site of Shays' Rebellion. The city would also play a pivotal role in the Civil War, as a stop on the Underground Railroad and home of abolitionist John Brown, widely known for his raid on Harpers Ferry, and for the Armory's manufacture of the famed ""Springfield rifles"" used ubiquitously by Union troops. Closing during the Johnson administration, today the national park site features the largest collection of historic American firearms in the world. Today the city is the largest in western New England, and the urban, economic, and media capital of Massachusetts' section of the Connecticut River Valley, colloquially known as the Pioneer Valley.Springfield has several nicknames—""The City of Firsts"", due to the many innovations developed there, such as the first American dictionary, the first American gas-powered automobile, and the first machining lathe for interchangeable parts; ""The City of Homes"", due to its Victorian residential architecture; and ""Hoop City"", as basketball was invented in Springfield in 1891 by Canadian James Naismith. Hartford, the capital of Connecticut, lies 24 miles (39 km) south of Springfield, on the western bank of the Connecticut River. The Hartford–Springfield region is known as the Knowledge Corridor because it hosts over 160,000 university students and over 32 universities and liberal arts colleges—the second-highest concentration of higher-learning institutions in the United States. The city of Springfield itself is home to Springfield College, Western New England University, American International College, and Springfield Technical Community College, among other higher educational institutions.","[[is, a city], [is, the seat], [sits, near its confluence with three rivers: the western Westfield River, the eastern Chicopee River, and the eastern Mill River], [sits, on the eastern bank of the Connecticut River], [was designated, as the site of the Springfield Armory], [was designated, because of its central location], [was designated, In the late 1700s], [was designated, during the American Revolution], [was designated, by George Washington], [was, the site], [has, several nicknames—""The City]]","[['type', 'city'], ['type', 'seat'], ['millRiver', 'its_confluence'], ['millRiver', 'three_rivers'], ['westfieldRiver', 'western_Westfield_River'], ['millRiver', 'eastern_Chicopee_River'], ['millRiver', 'eastern_Mill_River'], ['sitsOf', 'eastern_bank'], ['mouthOf', 'Connecticut_River'], ['siteOf', 'site'], ['siteOf', 'Springfield_Armory'], ['designatedBecause', 'its_central_location'], ['designatedIn', 'late_1700s'], ['designatedDuring', 'American_Revolution'], ['designatedBy', 'George_Washington'], ['type', 'site'], ['has', 'several_nicknames—""The_City']]"
165,http://yago-knowledge.org/resource/Stade_Brestois_29,Stade Brestois 29,"Stade Brestois 29 or simply Brest, is a French football club based in Brest. It was founded in 1950 following the merger of five local patronages, including Armoricaine de Brest, founded in 1903. In its early years, the club made a rapid rise in the hierarchy of regional football, to the point of being promoted to the French Amateur Championship, the third level of French football, in 1958. The club joined the Second Division in 1970, then finally reached the First Division in 1979. It experienced its sporting peak between 1981 and 1991 under the presidency of François Yvinec, playing nine seasons in the elite in ten years. In 1991, the club was demoted before filing for bankruptcy a few months later. The club only returned to the second division in 2004 and Ligue 1 in 2010. At the end of the 2012–2013 season, it had respectively thirteen and seventeen seasons in the French First and Second divisions. The Brest club has been chaired, since 10 May 2016, by entrepreneur Denis Le Saint and led by tactician Michel Der Zakarian since 1 July 2021. Following the 2018–19 season, the club has played in Ligue 1, the top division of French football.","[[is, a French football club], [is, a French football club], [was founded, in 1950], [was founded, following the merger of five local patronages, including Armoricaine de Brest, founded in 1903], [experienced, its sporting peak], [had, seasons]]","[['type', 'French_football_club'], ['including', 'merger'], ['including', 'five_local_patronages'], ['including', 'Armoricaine_de_Brest'], ['experienced', 'its_sporting_peak'], ['neverHad', 'seasons']]"
166,http://yago-knowledge.org/resource/Star_Alliance,Star Alliance,"Star Alliance is the world's largest global airline alliance. Founded on 14 May 1997, its CEO is Jeffrey Goh and its headquarters is located in Frankfurt am Main, Germany. As of April 2018, Star Alliance is the largest of the three global alliances by passenger count with 762.27 million, ahead of both SkyTeam (630 million) and Oneworld (528 million). Its slogan is ""The Way the Earth Connects"". Star Alliance's 26 member airlines operate a fleet of approximately 5,033 aircraft, serving more than 1,290 airports in 195 countries on more than 19,000 daily departures. The alliance has a two-tier rewards program, Silver and Gold, with incentives including priority boarding and upgrades. Like other airline alliances, Star Alliance airlines share airport terminals (known as co-locations) and many member planes are painted in the alliance's livery.","[[is, world's largest global airline alliance], [is, the largest of the three global alliances by passenger count with 762.27 million, ahead], [has, Gold], [has, a two-tier rewards program], [has, Silver], [share, airport terminals]]","[['the', ""world's_largest_global_airline_alliance""], ['followedBy', 'three_global_alliances'], ['by', 'passenger_count'], ['has', 'Gold'], ['has', 'two-tier_rewards_program'], ['has', 'Silver'], ['shareTerminals', 'airport_terminals']]"
167,http://yago-knowledge.org/resource/Stephen_Jackson,Stephen Jackson,"Stephen Jesse Jackson (born April 5, 1978) is an American former professional basketball player who played 14 seasons in the National Basketball Association (NBA) with the New Jersey Nets, Atlanta Hawks, Indiana Pacers, Golden State Warriors, Milwaukee Bucks, Charlotte Bobcats, San Antonio Spurs, and Los Angeles Clippers. Jackson won an NBA championship with the Spurs in 2003. Jackson has emerged as a visible activist and spokesman for civil rights during the Black Lives Matter movement.","[[is, an American former professional basketball player], [won, an NBA championship], [has emerged, as a visible activist and spokesman for civil rights during the Black Lives Matter movement]]","[['type', 'American_former_professional_basketball_player'], ['won', 'NBA_championship'], ['emergedDuring', 'visible_activist'], ['emergedDuring', 'spokesman'], ['emergedDuring', 'civil_rights'], ['emergedDuring', 'Black_Lives_Matter_movement']]"
168,http://yago-knowledge.org/resource/Steve_Jordan_(drummer),Steve Jordan (drummer),"Steve Jordan (born January 14, 1957) is an American musical director, producer, songwriter, and musician. During the 1970s and 1980s, he was a member of the bands for the television shows Saturday Night Live and Late Night with David Letterman. In the early 1980s, Jordan was a member of the band ""Eye Witness"", along with Anthony Jackson on bass, and Manolo Badrena on percussion. Since the mid 1980s, Jordan has also been a member of the X-Pensive Winos, the side project of Rolling Stones guitarist Keith Richards. Jordan and Richards have been production and songwriting partners on many of Richards's solo works. In 2005, he became a member of the John Mayer Trio. Jordan also formed the band ""The Verbs"", which he fronts, with his wife Meegan Voss. On August 5, 2021, it was reported that Charlie Watts had elected to sit out the resumption of the US No Filter Tour due to a heart procedure surgery and that Jordan would temporarily replace him on drums. Following Watts' death, he has played with the Stones both live and in studio.","[[is, an American musical director], [is, musician], [is, songwriter], [is, producer], [was, a member], [was, a member], [been, a member], [been, partners], [became, a member], [formed, the band], [was reported, replace], [was reported, elected], [has played, Following Watts' death], [has played, with the Stones]]","[['type', 'American_musical_director'], ['type', 'musician'], ['type', 'songwriter'], ['executive', 'producer'], ['type', 'member'], ['been', 'member'], ['haveBeen', 'partners'], ['became', 'member'], ['formed', 'band'], ['playsFollowing', ""Watts'_death""], ['playedWith', 'Stones']]"
169,http://yago-knowledge.org/resource/Stirling_Albion_F.C.,Stirling Albion F.C.,"Stirling Albion Football Club is a Scottish football club based in the city of Stirling. The club was founded in 1945 following the demise of King's Park after World War II. The club currently competes in Scottish League Two as a member of the Scottish Professional Football League. Its highest league position came in 1958–59 with a 12th-placed position in the top flight. Its only major success is in the league where it has won the second tier of Scottish football on four occasions, the last coming in 1964–65. The club has more recently competed in the third or fourth tier following league re-construction in 1975 and 1994. Stirling's home ground is Forthbank Stadium, a 3,808 capacity stadium in the east of the city near the banks of the River Forth. Before the stadium was opened in 1993, the club was based at Annfield Stadium which had been the home of the club since it was founded in 1945.","[[is, a Scottish football club]]","[['type', 'Scottish_football_club']]"
170,http://yago-knowledge.org/resource/Summit_Entertainment,Summit Entertainment,"Summit Entertainment is an American film production and distribution company. It is a label of Lionsgate Films, owned by Lionsgate Entertainment and is headquartered in Santa Monica, California.","[[is, an American film production and distribution company], [is, a label]]","[['type', 'American_film_production_and_distribution_company'], ['not', 'label']]"
171,http://yago-knowledge.org/resource/Super_(2010_American_film),Super (2010 American film),"Super is a 2010 American black comedy superhero film written and directed by James Gunn and starring Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon and Nathan Fillion. It tells the story of Frank Darbo, a short-order cook who becomes a superhero without having any superhuman ability, calling himself the ""Crimson Bolt"". He sets out to rescue his wife Sarah from the hands of a drug dealer. The film premiered at the 2010 Toronto International Film Festival and was released in theaters in the United States on April 1, 2011 and on video on demand on April 13, 2011. The film was released unrated in U.S. theaters, and later received an R rating for its DVD/Blu-ray release. Upon release, Super received mixed reviews from critics and grossed over $590,000 against a budget of $2.5 million, making it Gunn's lowest-grossing film. In 2019, Wilson reprised his role as the Crimson Bolt in the mid-credits scene of Gunn's supervillain film Brightburn, via a new photo taken for the film.","[[is, a 2010 American black comedy superhero film], [tells, the story], [premiered, at the 2010 Toronto International Film Festival], [received, mixed reviews]]","[['type', '2010_American_black_comedy_superhero_film'], ['tells', 'story'], ['premieredAt', '2010_Toronto_International_Film_Festival'], ['received', 'mixed_reviews']]"
172,http://yago-knowledge.org/resource/Swansea,Swansea,"Swansea (/ˈswɒnzi/; Welsh: Abertawe [abɛrˈtawɛ]) is a coastal city and the second-largest city of Wales. It forms a principal area, officially known as the City and County of Swansea (Welsh: Dinas a Sir Abertawe). The city is the twenty-fifth largest in the United Kingdom. Located along Swansea Bay in southwest Wales, with the principal area covering the Gower Peninsula, it is part of the Swansea Bay region and part of the historic county of Glamorgan; also the ancient Welsh commote of Gŵyr. The principal area is the second most populous local authority area in Wales with an estimated population of 246,563 in 2020. Swansea, along with Neath and Port Talbot, forms the Swansea Urban Area with a population of 300,352 in 2011. It is also part of the Swansea Bay City Region. During the 19th-century industrial heyday, Swansea was the key centre of the copper-smelting industry, earning the nickname Copperopolis.","[[is, the second-largest city], [is, a coastal city], [forms, a principal area], [Located, along Swansea Bay], [Located, with the principal area covering the Gower Peninsula], [Located, in southwest Wales], [forms, the Swansea Urban Area], [is, part], [was, the key centre]]","[['type', 'second-largest_city'], ['type', 'coastal_city'], ['bayForms', 'principal_area'], ['locatedAlong', 'Swansea_Bay'], ['locatedCovering', 'principal_area'], ['locatedCovering', 'Gower_Peninsula'], ['locatedIn', 'southwest_Wales'], ['bayForms', 'Swansea_Urban_Area'], ['not', 'part'], ['type', 'key_centre']]"
173,http://yago-knowledge.org/resource/Tagalog_language,Tagalog language,"Tagalog (/təˈɡɑːlɒɡ/, tə-GAH-log; [tɐˈɡaːloɡ]; Baybayin: ᜆᜄᜎᜓᜄ᜔) is an Austronesian language spoken as a first language by the ethnic Tagalog people, who make up a quarter of the population of the Philippines, and as a second language by the majority. Its standardized form, officially named Filipino, is the national language of the Philippines, and is one of two official languages, alongside English. Tagalog is closely related to other Philippine languages, such as the Bikol languages, Ilocano, the Bisayan languages, Kapampangan, and Pangasinan, and more distantly to other Austronesian languages, such as the Formosan languages of Taiwan, Indonesian, Malay, Hawaiian, Māori, and Malagasy.","[['is', ᜆᜄᜎᜓᜄ᜔], [is, related]]",[]
174,http://yago-knowledge.org/resource/Teri_Polo,Teri Polo,"Theresa Elizabeth Polo (born June 1, 1969) is an American actress. She starred as Pam Byrnes-Focker in the Meet the Parents trilogy and played the role of police officer Stef Adams Foster in the Freeform series The Fosters (2013–2018) and its spinoff Good Trouble (2019–).","[[is, an American actress], [starred, as Pam Byrnes-Focker in the Meet the Parents trilogy]]","[['type', 'American_actress'], ['Polo', 'Pam_Byrnes-Focker'], ['thePolo', 'Meet'], ['thePolo', 'Parents_trilogy']]"
175,http://yago-knowledge.org/resource/Thai_language,Thai language,"Thai, or Central Thai (historically Siamese; Thai: ภาษาไทย), is a Tai language of the Kra–Dai language family spoken by the Central Thai people and a vast majority of Thai Chinese. It is the sole official language of Thailand. Thai is the most spoken of over 60 languages of Thailand by both number of native and overall speakers. Over half of its vocabulary is derived from or borrowed from Pali, Sanskrit, Mon and Old Khmer. It is a tonal and analytic language. Thai has a complex orthography and system of relational markers. Spoken Thai, depending on standard sociolinguistic factors such as age, gender, class, spatial proximity, and the urban/rural divide, is partly mutually intelligible with Lao, Isan, and some fellow Thai topolects. These languages are written with slightly different scripts, but are linguistically similar and effectively form a dialect continuum. Thai language is spoken by over 69 million people (2020). Moreover, most Thais in the northern and the northeastern (Isaan) parts of the country today are bilingual speakers of Central Thai and their respective regional dialects due to the fact that (Central) Thai is the language of television, education, news reporting, and all forms of media. A recent research found that the speakers of the Northern Thai language (or Kham Mueang) have become so few, as most people in northern Thailand now invariably speak Standard Thai, so that they are now using mostly Central Thai words and seasoning their speech only with ""kham mueang"" accent. Standard Thai is based on the register of the educated classes in Bangkok. In addition to Central Thai, Thailand is home to other related Tai languages. Although some linguists classify these dialects as related but distinct languages, native speakers often identify them as regional variants or dialects of the ""same"" Thai language, or as ""different kinds of Thai"". As a dominant language in all aspects of society in Thailand, Thai initially saw gradual and later widespread adoption as a second language among the country's minority ethnic groups from the mid-late Ayutthaya period onward. Ethnic minorities today are predominantly bilingual, speaking Thai alongside their native language or dialect.","[[is, a Tai language], [is, a Tai language], [is, the sole official language], [is, the most spoken], [is, a tonal and analytic language], [has, a complex orthography], [has, system], [is spoken, by over 69 million people (2020)], [saw, gradual and later widespread adoption]]","[['type', 'Tai_language'], ['type', 'sole_official_language'], ['type', 'tonal_and_analytic_language'], ['has', 'complex_orthography'], ['has', 'system'], ['spokenBy', 'over_69_million_people'], ['saw', 'gradual_and_later_widespread_adoption']]"
176,http://yago-knowledge.org/resource/The_Church_of_Jesus_Christ_of_Latter-day_Saints,The Church of Jesus Christ of Latter-day Saints,"The Church of Jesus Christ of Latter-day Saints, informally known as the LDS Church or Mormon Church, is a nontrinitarian Christian church that considers itself to be the restoration of the original church founded by Jesus Christ. The church is headquartered in the United States in Salt Lake City, Utah, and has established congregations and built temples worldwide. According to the church, it has over 16.8 million members and 54,539 full-time volunteer missionaries. The church is the fourth-largest Christian denomination in the United States, with over 6.7 million US members as of 2021. It is the largest denomination in the Latter Day Saint movement founded by Joseph Smith during the early 19th-century period of religious revival known as the Second Great Awakening. Church theology includes the Christian doctrine of salvation only through Jesus Christ, and his substitutionary atonement on behalf of mankind. The church has an open canon of four scriptural texts: the Bible, the Book of Mormon, the Doctrine and Covenants, and the Pearl of Great Price. Other than the Bible, the majority of the church canon consists of material the church's members believe to have been revealed by God to Joseph Smith, including commentary and exegesis about the Bible, texts described as lost parts of the Bible, and other works believed to be written by ancient prophets, including the Book of Mormon. Because of doctrinal differences, Catholic, Orthodox and many Protestant churches consider the church to be distinct and separate from mainstream Christianity. Latter-day Saints believe that the church president is a modern-day ""prophet, seer, and revelator"" and that Jesus Christ, under the direction of God the Father, leads the church by revealing his will and delegating his priesthood keys to its president. The president heads a hierarchical structure descending from areas to stakes and wards. Bishops, drawn from the laity, lead the wards. Male members may be ordained to the priesthood, provided they are living the standards of the church. Women are not ordained to the priesthood, but occupy leadership roles in some church organizations. Both men and women may serve as missionaries. The church maintains a large missionary program that proselytizes and conducts humanitarian services worldwide. The LDS Church also funds and participates in humanitarian projects independent of its missionary efforts. Faithful members adhere to church laws of sexual purity, health, fasting, and Sabbath observance, and contribute ten percent of their income to the church in tithing. The church teaches sacred ordinances through which adherents make covenants with God, including baptism, confirmation, the sacrament, priesthood ordination, endowment and celestial marriage. The church has been criticized throughout its history. Modern criticisms include disputed factual claims, treatment of minorities, and financial controversies. The church's practice of polygamy (plural marriage) was controversial until officially rescinded in 1890.","[[is, a nontrinitarian Christian church], [is headquartered, in the United States in Salt Lake City, Utah], [has, time volunteer missionaries], [has, members], [is, the fourth-largest Christian denomination], [is, the largest denomination], [includes, the Christian doctrine], [has, an open canon], [be, separate], [be, distinct], [believe, is], [believe, leads], [maintains, a large missionary program], [teaches, sacred ordinances], [been criticized, throughout its history], [was, controversial]]","[['type', 'nontrinitarian_Christian_church'], ['mexicoCity', 'United_States'], ['templeCity', 'Salt_Lake_City'], ['utahCity', 'Utah'], ['has', 'time_volunteer_missionaries'], ['has', 'members'], ['type', 'fourth-largest_Christian_denomination'], ['type', 'largest_denomination'], ['includes', 'Christian_doctrine'], ['has', 'open_canon'], ['maintains', 'large_missionary_program'], ['teaches', 'sacred_ordinances'], ['criticizedThroughout', 'its_history']]"
177,http://yago-knowledge.org/resource/The_Road_(2009_film),The Road (2009 film),"The Road is a 2009 American post-apocalyptic survival film directed by John Hillcoat and written by Joe Penhall, based on the 2006 novel of the same name by Cormac McCarthy. The film stars Viggo Mortensen and Kodi Smit-McPhee as a father and his son in a post-apocalyptic wasteland. The film received a limited release in North American cinemas from November 25, 2009, and was released in United Kingdom cinemas on January 4, 2010. It received generally positive reviews from critics; the performances of Mortensen and Smit-McPhee garnered praise. It also received numerous nominations, including a BAFTA nomination for Best Cinematography.","[[is, a 2009 American post-apocalyptic survival film], [stars, Viggo Mortensen], [stars, Smit-McPhee], [received, a limited release], [received, positive reviews], [received, numerous nominations]]","[['type', '2009_American_post-apocalyptic_survival_film'], ['stars', 'Viggo_Mortensen'], ['stars', 'Smit-McPhee'], ['received', 'limited_release'], ['received', 'positive_reviews'], ['received', 'numerous_nominations']]"
178,http://yago-knowledge.org/resource/Tony_Award_for_Best_Book_of_a_Musical,Tony Award for Best Book of a Musical,"The Tony Award for Best Book of a Musical is awarded to librettists of the spoken, non-sung dialogue, and storyline of a musical play. Eligibility is restricted to works with original narrative framework; plotless revues and revivals are ineligible. This award was originally called the Tony Award for Best Author, until musicals were split off from dramas.","[[is awarded, to librettists of the spoken, non-sung dialogue], [called, originally]]","[['consistsOf', 'librettists'], ['authorOf', 'spoken,_non-sung_dialogue']]"
179,http://yago-knowledge.org/resource/Tony_Award_for_Best_Revival_of_a_Musical,Tony Award for Best Revival of a Musical,"The Tony Award for Best Revival of a Musical has been awarded since 1994. Before that time, both plays and musicals were considered together for the Tony Award for Best Revival. The award is given to the best musical play which has already appeared on Broadway in a previous production, or is regarded as being in the common theatrical repertoire. The award goes to the producers of the musical. Like Best Musical, songs from the musicals that are nominated for this award are usually performed during the ceremony before this award is presented.","[[been awarded, since 1994], [is given, to], [goes, to the producers of the musical]]","[['goesTo', 'producers']]"
180,http://yago-knowledge.org/resource/Topaz_(1969_film),Topaz (1969 film),"Topaz is a 1969 American espionage thriller film directed by Alfred Hitchcock. Based on the 1967 novel of the same title by Leon Uris, the film is about a French intelligence agent (Stafford) who becomes entangled in Cold War politics before the 1962 Cuban Missile Crisis and then the breakup of an international Soviet spy ring. The story is loosely based on the 1962 Sapphire Affair, which involved the head of France's SDECE in the United States, the spy Philippe Thyraud de Vosjoli, a friend of Uris, who played an important role in ""helping the U.S. discover the presence of Russian offensive missiles in Cuba.""","[[is, a 1969 American espionage thriller film], [is, Based on the 1967 novel of the same title by Leon Uris], [is, about a French intelligence agent (Stafford) who becomes entangled in Cold War politics before the 1962 Cuban Missile Crisis and then the breakup of an international Soviet spy ring]]","[['type', '1969_American_espionage_thriller_film'], ['inspiredBy', '1967_novel'], ['isBy', 'same_title'], ['directedBy', 'Leon_Uris'], ['tellsOf', 'French_intelligence_agent'], ['sonOf', 'Stafford'], ['sonOf', 'who'], ['tellsOf', 'Cold_War_politics'], ['tellsOf', '1962_Cuban_Missile_Crisis'], ['tellsOf', 'then_the_breakup'], ['tellsOf', 'international_Soviet_spy_ring']]"
181,http://yago-knowledge.org/resource/Tours_FC,Tours FC,"Tours Football Club, commonly referred to as simply Tours (French pronunciation: ​[tuʁ]), is a French association football club based in Tours, the capital city of the Indre-et-Loire department. The club was formed in 1919 and currently play at the fifthlevel of French football. Tours plays its home matches at the Stade de la Vallée du Cher located within the city.","[[referred, commonly], [referred, as simply Tours (French pronunciation: ​[tuʁ])], [referred, to], [plays, its home matches]]","[['calledTours', 'simply_Tours'], ['Tours', 'French_pronunciation'], ['plays', 'its_home_matches']]"
182,http://yago-knowledge.org/resource/Turkish_language,Turkish language,"Turkish (Türkçe, Türk dili), also referred to as Turkish of Turkey (Türkiye Türkçesi), is the most widely spoken of the Turkic languages, with around 80 to 90 million speakers. It is the national language of Turkey and Northern Cyprus. Significant smaller groups of Turkish speakers also exist in Iraq, Syria, Germany, Austria, Bulgaria, North Macedonia, Greece, the Caucasus, and other parts of Europe and Central Asia. Cyprus has requested the European Union to add Turkish as an official language, even though Turkey is not a member state. Turkish is the 13th most spoken language in the world. To the west, the influence of Ottoman Turkish—the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire—spread as the Ottoman Empire expanded. In 1928, as one of Atatürk's Reforms in the early years of the Republic of Turkey, the Ottoman Turkish alphabet was replaced with a Latin alphabet. The distinctive characteristics of the Turkish language are vowel harmony and extensive agglutination. The basic word order of Turkish is subject–object–verb. Turkish has no noun classes or grammatical gender. The language makes usage of honorifics and has a strong T–V distinction which distinguishes varying levels of politeness, social distance, age, courtesy or familiarity toward the addressee. The plural second-person pronoun and verb forms are used referring to a single person out of respect.","[['is', Türkçe], [is, the national language], [is, spoken language], [is, subject], [has, grammatical gender], [has, no noun classes], [makes, usage]]","[['called', 'Türkçe'], ['type', 'national_language'], ['isSpoken', 'spoken_language'], ['not', 'subject'], ['has', 'grammatical_gender'], ['has', 'no_noun_classes'], ['makes', 'usage']]"
183,http://yago-knowledge.org/resource/Ukrainians,Ukrainians,"Ukrainians (Ukrainian: Українці, romanized: Ukraintsi, pronounced [ʊkrɐˈjinʲts⁽ʲ⁾i]), or the Ukrainian people, are an East Slavic ethnic group native to Ukraine. They are the seventh-largest nation in Europe and the second-largest among the East Slavs after the Russians. According to the Constitution of Ukraine, the term ""Ukrainians"" applies to all its citizens. The majority of Ukrainians are Eastern Orthodox Christians. Ethnic Ukrainians were historically known as Ruthenians (Ukrainian: Русини, romanized: Rusyny, pronounced [ruˈsɪnɪ]) until the early 20th century, referring to the medieval land of Ruthenia, which was the Latin term for what is now known as Kyivan Rus', a medieval East Slavic state centered in Kyiv. After its collapse, the Kingdom of Ruthenia emerged, but after 150 years was dismantled by its neighbors. Starting from the 15th century, the people of Ukraine migrating eastward formed the Ruthenian, Cossacks state known as the Zaporizhian Host. The connection with the Zaporizhian Cossacks, especially, is emphasized in the Ukrainian national anthem, with the line ""We, brothers, are of the Cossack nation.""","[[are, the seventh-largest nation], [are, the second-largest]]","[['are', 'seventh-largest_nation']]"
184,http://yago-knowledge.org/resource/Underground_hip_hop,Underground hip hop,"Underground hip-hop (also commonly known as indie hip-hop or underground rap) is an umbrella term for hip hop music that is outside the general commercial canon. It is typically associated with independent artists, signed to independent labels or no label at all. Underground hip hop is often characterized by socially conscious, positive, or anti-commercial lyrics. However, there is no unifying or universal theme – AllMusic suggests that it ""has no sonic signifiers"". ""The Underground"" also refers to the community of musicians, fans and others that support non-commercial, or independent music. Music scenes with strong ties to underground hip hop include alternative hip hop and conscious hip hop. Many artists who are considered ""underground"" today were not always so, and may have previously broken the Billboard charts.","[[is, an umbrella term], [associated, with independent artists], [associated, typically], [characterized, often], [characterized, by socially conscious, positive, or anti-commercial lyrics]]","[['type', 'umbrella_term'], ['associatedWith', 'independent_artists'], ['characterizedBy', 'socially_conscious,_positive,_or_anti-commercial_lyrics']]"
185,http://yago-knowledge.org/resource/United_States_Conference_of_Catholic_Bishops,United States Conference of Catholic Bishops,"The United States Conference of Catholic Bishops (USCCB) is the episcopal conference of the Catholic Church in the United States. Founded in 1966 as the joint National Conference of Catholic Bishops (NCCB) and United States Catholic Conference (USCC), it is composed of all active and retired members of the Catholic hierarchy (i.e., diocesan, coadjutor, and auxiliary bishops and the ordinary of the Personal Ordinariate of the Chair of Saint Peter) in the United States and the territory of the U.S. Virgin Islands. In the Commonwealth of Puerto Rico, the bishops in the six dioceses form their own episcopal conference, the Puerto Rican Episcopal Conference. The bishops in U.S. insular areas in the Pacific Ocean – the Commonwealth of the Northern Mariana Islands, the territory of American Samoa, and the territory of Guam – are members of the Episcopal Conference of the Pacific. The USCCB adopted its current name in July 2001. The organization is a registered corporation based in Washington, D.C. As with all bishops' conferences, certain decisions and acts of the USCCB must receive the recognitio, or approval, of the Roman dicasteries, which are subject to the immediate and absolute authority of the Pope. As of November 2022, the president is Timothy Broglio, Archbishop for the Military Services, USA. The vice president is William E. Lori, Archbishop of Baltimore.","[[is, the episcopal conference], [Founded, as the joint National Conference of Catholic Bishops (NCCB) and United States Catholic Conference (USCC)], [Founded, in 1966], [form, their own episcopal conference], [are, members]]","[['type', 'episcopal_conference'], ['nationalConference', 'joint_National_Conference'], ['nationalConference', 'Catholic_Bishops'], ['nationalConference', 'NCCB'], ['nationalConference', 'United_States_Catholic_Conference'], ['nationalConference', 'USCC'], ['form', 'their_own_episcopal_conference'], ['membersAre', 'members']]"
